,ID,curv_mean_mean,curv_mean_median,curv_median_mean,curv_median_median,length_mean,length_median,hair_count
0,004_demo_curv_WindowSize-0.5mm,1.0970529804597744,0.831559149121601,1.010596431322407,0.8300214811946651,2.748513270603685,2.8106842400208607,9
0,027_demo_nocurv_WindowSize-0.5mm,0.08686086539369726,0.0699347224927239,0.0660059310634459,0.051623397294057766,3.0516671756916143,2.856425684716979,8
